path	provenance	license	header_owners	source_reference
aspire/real/robot/yam/kinematics.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/robot/yam/yam_controller.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/robot/yam/yam_real_env.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/robot/yam/yam_sim_env.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/robot/zed.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/run_script.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/scripts/launch_pyroki_server.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/sitecustomize.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tmux/launch_realworld_localserver_realsense.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tmux/launch_yam_demo_services.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tmux/run_script.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/__init__.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/_bootstrap.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/non_motion_preflight.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/run_yam_demo_service.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/runtime_env.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/__init__.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/launch_anygrasp_server.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/serve_anygrasp_mock.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/serve_bundlesdf.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/serve_real_yam_camera_portal.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/vision/serve_sam3.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/real/tools/yam_demo_preflight.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/__init__.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/__init__.py
aspire/sim/cap/envs/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/__init__.py
aspire/sim/cap/envs/adapters/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/adapters/__init__.py
aspire/sim/cap/envs/adapters/libero_wrapper.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/adapters/libero_wrapper.py
aspire/sim/cap/envs/adapters/robosuite_wrapper.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/adapters/robosuite_wrapper.py
aspire/sim/cap/envs/base.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/base.py
aspire/sim/cap/envs/configs/instantiate.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/configs/instantiate.py
aspire/sim/cap/envs/configs/loader.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/configs/loader.py
aspire/sim/cap/envs/launch.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/launch.py
aspire/sim/cap/envs/launch_b1k.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/envs/runner.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/runner.py
aspire/sim/cap/envs/scripts/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/scripts/__init__.py
aspire/sim/cap/envs/scripts/run_libero_batch.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/scripts/run_libero_batch.py
aspire/sim/cap/envs/scripts/run_robosuite_batch.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/envs/simulators/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/__init__.py
aspire/sim/cap/envs/simulators/libero.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/libero.py
aspire/sim/cap/envs/simulators/r1pro_b1k.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/r1pro_b1k.py
aspire/sim/cap/envs/simulators/robosuite_base.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_base.py
aspire/sim/cap/envs/simulators/robosuite_cube_lift.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_cube_lift.py
aspire/sim/cap/envs/simulators/robosuite_cubes.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_cubes.py
aspire/sim/cap/envs/simulators/robosuite_cubes_restack.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_cubes_restack.py
aspire/sim/cap/envs/simulators/robosuite_handover.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_handover.py
aspire/sim/cap/envs/simulators/robosuite_nut_assembly.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_nut_assembly.py
aspire/sim/cap/envs/simulators/robosuite_spill_wipe.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_spill_wipe.py
aspire/sim/cap/envs/simulators/robosuite_two_arm_lift.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/simulators/robosuite_two_arm_lift.py
aspire/sim/cap/envs/tasks/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/__init__.py
aspire/sim/cap/envs/tasks/base.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/base.py
aspire/sim/cap/envs/tasks/franka/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/__init__.py
aspire/sim/cap/envs/tasks/franka/franka_cube_restack.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_cube_restack.py
aspire/sim/cap/envs/tasks/franka/franka_libero_env.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_libero_env.py
aspire/sim/cap/envs/tasks/franka/franka_lift.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_lift.py
aspire/sim/cap/envs/tasks/franka/franka_nut_assembly.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_nut_assembly.py
aspire/sim/cap/envs/tasks/franka/franka_pick_place.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_pick_place.py
aspire/sim/cap/envs/tasks/franka/franka_spill_wipe.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/franka_spill_wipe.py
aspire/sim/cap/envs/tasks/franka/two_arm_handover.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/two_arm_handover.py
aspire/sim/cap/envs/tasks/franka/two_arm_lift.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/franka/two_arm_lift.py
aspire/sim/cap/envs/tasks/r1pro/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/r1pro/__init__.py
aspire/sim/cap/envs/tasks/r1pro/r1pro_behavior.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/r1pro/r1pro_behavior.py
aspire/sim/cap/envs/tasks/r1pro/r1pro_pickup_radio.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/r1pro/r1pro_pickup_radio.py
aspire/sim/cap/envs/tasks/r1pro/r1pro_pickup_trash.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/tasks/r1pro/r1pro_pickup_trash.py
aspire/sim/cap/envs/trial.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/envs/trial.py
aspire/sim/cap/integrations/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/__init__.py
aspire/sim/cap/integrations/base_api.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/base_api.py
aspire/sim/cap/integrations/franka/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/__init__.py
aspire/sim/cap/integrations/franka/common.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/common.py
aspire/sim/cap/integrations/franka/control.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/control.py
aspire/sim/cap/integrations/franka/control_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/control_privileged.py
aspire/sim/cap/integrations/franka/control_reduced.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/control_reduced.py
aspire/sim/cap/integrations/franka/control_reduced_exampleless.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/control_reduced_exampleless.py
aspire/sim/cap/integrations/franka/control_reduced_skill_library.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/control_reduced_skill_library.py
aspire/sim/cap/integrations/franka/handover.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/handover.py
aspire/sim/cap/integrations/franka/handover_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/handover_privileged.py
aspire/sim/cap/integrations/franka/handover_reduced.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/handover_reduced.py
aspire/sim/cap/integrations/franka/handover_reduced_exampleless.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/handover_reduced_exampleless.py
aspire/sim/cap/integrations/franka/libero.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/libero.py
aspire/sim/cap/integrations/franka/libero_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/libero_privileged.py
aspire/sim/cap/integrations/franka/libero_reduced.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/libero_reduced.py
aspire/sim/cap/integrations/franka/libero_reduced_skill_library.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/libero_reduced_skill_library.py
aspire/sim/cap/integrations/franka/nut_assembly_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/nut_assembly_privileged.py
aspire/sim/cap/integrations/franka/nut_assembly_visual.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/nut_assembly_visual.py
aspire/sim/cap/integrations/franka/spill_wipe.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/spill_wipe.py
aspire/sim/cap/integrations/franka/spill_wipe_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/spill_wipe_privileged.py
aspire/sim/cap/integrations/franka/two_arm_lift.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/two_arm_lift.py
aspire/sim/cap/integrations/franka/two_arm_lift_privileged.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/franka/two_arm_lift_privileged.py
aspire/sim/cap/integrations/libero/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/libero/__init__.py
aspire/sim/cap/integrations/libero_trace_logger.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/integrations/motion/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/__init__.py
aspire/sim/cap/integrations/motion/curobo.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/curobo.py
aspire/sim/cap/integrations/motion/curobo_api.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/curobo_api.py
aspire/sim/cap/integrations/motion/pyroki.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki.py
aspire/sim/cap/integrations/motion/pyroki_context.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_context.py
aspire/sim/cap/integrations/motion/pyroki_snippets/__init__.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/__init__.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_online_planning.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_online_planning.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_vel_cost.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_vel_cost.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_base.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_base.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_collision.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_collision.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_manipulability.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_manipulability.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_multiple_targets.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_multiple_targets.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_multiple_targets_vel_cost.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_multiple_targets_vel_cost.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_solve_ik_with_rest_cost.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_solve_ik_with_rest_cost.py
aspire/sim/cap/integrations/motion/pyroki_snippets/_trajopt.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/motion/pyroki_snippets/_trajopt.py
aspire/sim/cap/integrations/r1pro/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/r1pro/__init__.py
aspire/sim/cap/integrations/r1pro/control.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/r1pro/control.py
aspire/sim/cap/integrations/r1pro/utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/r1pro/utils.py
aspire/sim/cap/integrations/robosuite_trace_logger.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/integrations/trace_logger.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/cap/integrations/vision/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/__init__.py
aspire/sim/cap/integrations/vision/graspnet.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/graspnet.py
aspire/sim/cap/integrations/vision/molmo.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/molmo.py
aspire/sim/cap/integrations/vision/owlvit.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/owlvit.py
aspire/sim/cap/integrations/vision/sam2.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/sam2.py
aspire/sim/cap/integrations/vision/sam3.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/integrations/vision/sam3.py
aspire/sim/cap/llm/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/llm/__init__.py
aspire/sim/cap/llm/client.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/llm/client.py
aspire/sim/cap/serving/__init__.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/__init__.py
aspire/sim/cap/serving/launch_contact_graspnet_server.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_contact_graspnet_server.py
aspire/sim/cap/serving/launch_curobo_server.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_curobo_server.py
aspire/sim/cap/serving/launch_owlvit_server.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_owlvit_server.py
aspire/sim/cap/serving/launch_pyroki_server.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_pyroki_server.py
